bezirke,bezirke-href,bezirkname,Wahlvorschlag,Kandidat(in),Stimmen,Stimmenanteil in %
31400 - Klotzsche (Geschwister-Scholl-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31400-klotzschegeschwister-scholl-str_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",112,"22,5"
22300 - Trachau-Süd (Dreyßigplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22300-trachau-sddreyigplatz_gesamt.html,,CDU,"Ulbig, Markus",76,"19,1"
91102 - Cotta (Omsewitzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91102-cottaomsewitzerstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",91,"24,8"
90010 - Cossebaude/​Mobschatz/​Oberwartha,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-90010-cossebaudemobschatzoberwartha_gesamt.html,,AfD,"Vogel, Stefan",46,"6,5"
45310 - Weißig (An der Prießnitzaue),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-45310-weiiganderprienitzaue_gesamt.html,01100 - Innere Altstadt,,,,
71500 - Prohlis-Nord (Jacob-Winter-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-71500-prohlis-nordjacob-winter-platz_gesamt.html,,Ungültige,,5,"1,5"
90311 - Gohlis-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-90311-gohlis-ost_gesamt.html,01100 - Innere Altstadt,,,,
14100 - Leipziger Vorstadt (Eisenbahnstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14100-leipzigervorstadteisenbahnstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",154,"55,6"
56002 - Seidnitz-Mitte,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-56002-seidnitz-mitte_gesamt.html,,Ungültige,,2,"0,3"
85302 - Gittersee-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-85302-gittersee-sd_gesamt.html,01100 - Innere Altstadt,,,,
22502 - Mickten (Sternstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22502-micktensternstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",160,29
25500 - Pieschen-Nord (Rückertstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-25500-pieschen-nordrckertstr_gesamt.html,,Ungültige,,6,"1,1"
86400 - Plauen (Nöthnitzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86400-plauennthnitzerstr_gesamt.html,,Die PARTEI,"Stosch, Lars",12,"2,6"
74202 - Lockwitz-Südost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74202-lockwitz-sdost_gesamt.html,,Ungültige,,8,"1,9"
07001 - Johannstadt-Süd-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-07001-johannstadt-sd-1_gesamt.html,,Gültige,,748,"99,7"
24700 - Trachau (Richard-Rösch-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24700-trachaurichard-rsch-str_gesamt.html,01100 - Innere Altstadt,,,,
41200 - Loschwitz (Körnerplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-41200-loschwitzkrnerplatz_gesamt.html,,AfD,"Vogel, Stefan",25,"4,4"
72500 - Prohlis-Süd (Spreewalder Str.-Süd),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72500-prohlis-sdspreewalderstr-sd_gesamt.html,,Festerling,"Festerling, Tatjana",58,"16,9"
81200 - Südvorstadt-West (Bayrische Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-81200-sdvorstadt-westbayrischestr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",216,"32,8"
83002 - Zschertnitz-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-83002-zschertnitz-2_gesamt.html,,Ungültige,,3,"0,4"
12000 - Radeberger Vorstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-12000-radebergervorstadt_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",451,"48,5"
23400 - Kaditz (Riegelplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-23400-kaditzriegelplatz_gesamt.html,,AfD,"Vogel, Stefan",26,"6,3"
42800 - Rochwitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-42800-rochwitz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",130,"35,4"
93001 - Löbtau-Süd-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-93001-lbtau-sd-1_gesamt.html,,Ungültige,,1,"0,2"
12201 - Radeberger Vorstadt (Forststr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-12201-radebergervorstadtforststr_gesamt.html,,Festerling,"Festerling, Tatjana",27,"5,2"
63401 - Zschieren-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63401-zschieren-nord_gesamt.html,,CDU,"Ulbig, Markus",109,27
55600 - Seidnitz-Nord (Enderstr.-Nord),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-55600-seidnitz-nordenderstr-nord_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",144,"29,5"
35310 - Lausa (Alte Dresdner Str./​Schönburgstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35310-lausaaltedresdnerstrschnburgstr_gesamt.html,,Die PARTEI,"Stosch, Lars",4,"0,8"
62102 - Laubegast (Kirchplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-62102-laubegastkirchplatz_gesamt.html,,AfD,"Vogel, Stefan",18,"4,1"
21301 - Pieschen-Süd (Bürgerstr.-West),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-21301-pieschen-sdbrgerstr-west_gesamt.html,,Die PARTEI,"Stosch, Lars",22,4
71100 - Prohlis-Nord (Dohnaer Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-71100-prohlis-norddohnaerplatz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",120,"33,3"
82400 - Südvorstadt-Ost (Ackermannstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-82400-sdvorstadt-ostackermannstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",176,"32,6"
75903 - Mockritz-Ost (Gostritzer Str.-Süd),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75903-mockritz-ostgostritzerstr-sd_gesamt.html,,Die PARTEI,"Stosch, Lars",7,"1,9"
62002 - Laubegast-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-62002-laubegast-2_gesamt.html,,Ungültige,,6,"0,8"
75100 - Leubnitz (Fritz-Busch-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75100-leubnitzfritz-busch-str_gesamt.html,,Gültige,,450,"98,7"
31701 - Klotzsche (Am Trobischberg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31701-klotzscheamtrobischberg_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",128,"35,9"
86001 - Plauen-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-86001-plauen-1_gesamt.html,,Festerling,"Festerling, Tatjana",23,3
12000 - Radeberger Vorstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-12000-radebergervorstadt_gesamt.html,01100 - Innere Altstadt,,,,
35610 - Marsdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35610-marsdorf_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",21,"20,2"
03000 - Seevorstadt-Ost/​Strehlen-Nordwest,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-03000-seevorstadt-oststrehlen-nordwest_gesamt.html,,CDU,"Ulbig, Markus",121,"16,4"
41400 - Wachwitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-41400-wachwitz_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",128,35
21301 - Pieschen-Süd (Bürgerstr.-West),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-21301-pieschen-sdbrgerstr-west_gesamt.html,,Festerling,"Festerling, Tatjana",57,"10,4"
93300 - Löbtau-Süd (Altfrankener Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93300-lbtau-sdaltfrankenerstr_gesamt.html,,Festerling,"Festerling, Tatjana",20,"5,9"
93300 - Löbtau-Süd (Altfrankener Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93300-lbtau-sdaltfrankenerstr_gesamt.html,,CDU,"Ulbig, Markus",61,"18,1"
35510 - Gomlitz/​Alt-Weixdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35510-gomlitzalt-weixdorf_gesamt.html,,Gültige,,384,"99,5"
85200 - Coschütz-West,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-85200-coschtz-west_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",196,34
83300 - Zschertnitz (Auguste-Lazar-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83300-zschertnitzauguste-lazar-str_gesamt.html,,Gültige,,422,"99,3"
24500 - Trachau (Trobischstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24500-trachautrobischstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",173,"31,1"
02200 - Pirnaische Vorstadt (Zirkusstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-02200-pirnaischevorstadtzirkusstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",160,"27,6"
93600 - Löbtau-Süd (Rabenauer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93600-lbtau-sdrabenauerstr_gesamt.html,,Die PARTEI,"Stosch, Lars",16,"2,9"
06600 - Johannstadt-Nord (Gutenbergstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-06600-johannstadt-nordgutenbergstr_gesamt.html,,Ungültige,,6,"1,2"
56001 - Seidnitz-Süd/​Dobritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-56001-seidnitz-sddobritz_gesamt.html,,AfD,"Vogel, Stefan",26,4
45010 - Weißig,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-45010-weiig_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",216,"44,5"
63302 - Meußlitz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63302-meulitz-sd_gesamt.html,,CDU,"Ulbig, Markus",92,"20,8"
63200 - Kleinzschachwitz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63200-kleinzschachwitz-sd_gesamt.html,01100 - Innere Altstadt,,,,
63402 - Zschieren-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63402-zschieren-sd_gesamt.html,,CDU,"Ulbig, Markus",89,"17,1"
52400 - Striesen-Ost (Dornblüthstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-52400-striesen-ostdornblthstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",267,"37,4"
32201 - Rähnitz-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-32201-rhnitz-nord_gesamt.html,01100 - Innere Altstadt,,,,
61800 - Leuben (Rottwerndorfer Str.)/​Dobritz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61800-leubenrottwerndorferstrdobritz-sd_gesamt.html,,Gültige,,459,"99,1"
74202 - Lockwitz-Südost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74202-lockwitz-sdost_gesamt.html,,Festerling,"Festerling, Tatjana",68,"16,6"
86700 - Plauen (Friedrich-Hegel-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86700-plauenfriedrich-hegel-str_gesamt.html,,Gültige,,336,100
14402 - Leipziger Vorstadt (Unterer Hecht-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14402-leipzigervorstadtuntererhecht-ost_gesamt.html,,Gültige,,588,"99,5"
75700 - Leubnitz (Clausen-Dahl-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75700-leubnitzclausen-dahl-str_gesamt.html,,Festerling,"Festerling, Tatjana",54,"12,7"
45510 - Weißig (Bergstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-45510-weiigbergstr_gesamt.html,,Festerling,"Festerling, Tatjana",19,"8,5"
54001 - Striesen-West-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-54001-striesen-west-1_gesamt.html,,CDU,"Ulbig, Markus",104,"13,9"
85200 - Coschütz-West,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-85200-coschtz-west_gesamt.html,,Gültige,,577,"99,3"
61800 - Leuben (Rottwerndorfer Str.)/​Dobritz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61800-leubenrottwerndorferstrdobritz-sd_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",119,"25,9"
03200 - Seevorstadt-Ost (Räcknitzstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-03200-seevorstadt-ostrcknitzstr_gesamt.html,,AfD,"Vogel, Stefan",20,"3,9"
94600 - Niedergorbitz/​Roßthal,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94600-niedergorbitzrothal_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",184,"31,9"
98500 - Omsewitz (Altomsewitz/​Omsewitzer Höhe),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-98500-omsewitzaltomsewitzomsewitzerhhe_gesamt.html,,AfD,"Vogel, Stefan",45,"6,8"
46410 - Cunnersdorf/​Rockau,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-46410-cunnersdorfrockau_gesamt.html,01100 - Innere Altstadt,,,,
76200 - Strehlen (Rayskistr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-76200-strehlenrayskistr_gesamt.html,,Gültige,,543,"99,3"
61700 - Leuben (Birkwitzer Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61700-leubenbirkwitzerweg_gesamt.html,,CDU,"Ulbig, Markus",58,"18,8"
35110 - Lausa-Fuchsberg,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35110-lausa-fuchsberg_gesamt.html,,Festerling,"Festerling, Tatjana",53,9
74202 - Lockwitz-Südost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74202-lockwitz-sdost_gesamt.html,01100 - Innere Altstadt,,,,
73200 - Niedersedlitz (Dorfstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-73200-niedersedlitzdorfstr_gesamt.html,01100 - Innere Altstadt,,,,
03400 - Strehlen (Tiergartenstr.-West/​Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-03400-strehlentiergartenstr-westost_gesamt.html,,AfD,"Vogel, Stefan",42,"6,1"
32000 - Hellerau/​Rähnitz/​Wilschdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-32000-helleraurhnitzwilschdorf_gesamt.html,,Ungültige,,3,"0,4"
51500 - Blasewitz (Oehmestr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-51500-blasewitzoehmestr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",148,"33,9"
12100 - Radeberger Vorstadt (Jägerstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-12100-radebergervorstadtjgerstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",91,"19,1"
31002 - Klotzsche-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-31002-klotzsche-2_gesamt.html,,Gültige,,685,"99,9"
71000 - Prohlis-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-71000-prohlis-nord_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",127,"28,4"
15300 - Albertstadt-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-15300-albertstadt-ost_gesamt.html,,Die PARTEI,"Stosch, Lars",11,"3,1"
07001 - Johannstadt-Süd-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-07001-johannstadt-sd-1_gesamt.html,,Festerling,"Festerling, Tatjana",41,"5,5"
23100 - Kaditz (Wächterstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-23100-kaditzwchterstr_gesamt.html,,Festerling,"Festerling, Tatjana",68,"19,6"
54300 - Striesen-West (Wormser Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-54300-striesen-westwormserplatz_gesamt.html,,Festerling,"Festerling, Tatjana",48,"9,3"
57600 - Gruna (Papstdorfer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-57600-grunapapstdorferstr_gesamt.html,,Ungültige,,4,"0,8"
24400 - Trachau (Platanenstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24400-trachauplatanenstr_gesamt.html,,Gültige,,552,"98,7"
86002 - Plauen-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-86002-plauen-2_gesamt.html,,AfD,"Vogel, Stefan",26,"3,8"
98401 - Briesnitz (Gottfried-Keller-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-98401-briesnitzgottfried-keller-platz_gesamt.html,,Gültige,,358,"98,9"
55800 - Seidnitz-Nord (Schlottwitzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-55800-seidnitz-nordschlottwitzerstr_gesamt.html,,AfD,"Vogel, Stefan",26,"5,6"
86200 - Plauen (Würzburger Str.-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86200-plauenwrzburgerstr-ost_gesamt.html,01100 - Innere Altstadt,,,,
46110 - Gönnsdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-46110-gnnsdorf_gesamt.html,,Ungültige,,1,"0,3"
47010 - Schönfeld/​Schullwitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-47010-schnfeldschullwitz_gesamt.html,,Gültige,,322,100
95400 - Gorbitz-Süd (Altgorbitzer Ring-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-95400-gorbitz-sdaltgorbitzerring-ost_gesamt.html,,AfD,"Vogel, Stefan",26,"9,5"
14200 - Leipziger Vorstadt (Rudolfstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14200-leipzigervorstadtrudolfstr_gesamt.html,,AfD,"Vogel, Stefan",10,"1,4"
86002 - Plauen-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-86002-plauen-2_gesamt.html,,Die PARTEI,"Stosch, Lars",8,"1,2"
11700 - Äußere Neustadt (Frühlingstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11700-uereneustadtfrhlingstr_gesamt.html,,CDU,"Ulbig, Markus",40,"5,7"
77300 - Reick (Lübbenauer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-77300-reicklbbenauerstr_gesamt.html,,Festerling,"Festerling, Tatjana",70,"25,6"
86500 - Plauen (Müllerbrunnenstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86500-plauenmllerbrunnenstr_gesamt.html,,AfD,"Vogel, Stefan",10,"1,9"
64000 - Großzschachwitz/​Sporbitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-64000-grozschachwitzsporbitz_gesamt.html,,Gültige,,486,"99,6"
57400 - Gruna (Am Knie),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-57400-grunaamknie_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",192,"37,1"
04000 - Wilsdruffer Vorstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-04000-wilsdruffervorstadt_gesamt.html,01100 - Innere Altstadt,,,,
32000 - Hellerau/​Rähnitz/​Wilschdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-32000-helleraurhnitzwilschdorf_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",213,"29,5"
81900 - Südvorstadt-West (Bayreuther Str.-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-81900-sdvorstadt-westbayreutherstr-ost_gesamt.html,,CDU,"Ulbig, Markus",59,"15,4"
56100 - Seidnitz (Rennbahn),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-56100-seidnitzrennbahn_gesamt.html,,Die PARTEI,"Stosch, Lars",16,3
76500 - Strehlen (Eugen-Bracht-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-76500-strehleneugen-bracht-str_gesamt.html,,Gültige,,518,"99,4"
93102 - Löbtau-Süd (Bonhoefferplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93102-lbtau-sdbonhoefferplatz_gesamt.html,,CDU,"Ulbig, Markus",66,"16,3"
07600 - Johannstadt-Süd (Cranachstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-07600-johannstadt-sdcranachstr_gesamt.html,,Gültige,,310,"99,4"
11601 - Äußere Neustadt (Schönfelder Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11601-uereneustadtschnfelderstr_gesamt.html,,Die PARTEI,"Stosch, Lars",25,"4,5"
61200 - Leuben (Stephensonstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61200-leubenstephensonstr_gesamt.html,,Die PARTEI,"Stosch, Lars",3,"0,7"
41400 - Wachwitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-41400-wachwitz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",126,"34,4"
42200 - Loschwitz-Nordost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-42200-loschwitz-nordost_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",210,"33,4"
31400 - Klotzsche (Geschwister-Scholl-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31400-klotzschegeschwister-scholl-str_gesamt.html,,CDU,"Ulbig, Markus",61,"12,3"
06500 - Johannstadt-Nord (Th.-Müntzer-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-06500-johannstadt-nordth-mntzer-platz_gesamt.html,,Ungültige,,2,"0,3"
85100 - Coschütz-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-85100-coschtz-ost_gesamt.html,,Festerling,"Festerling, Tatjana",66,"11,8"
83400 - Zschertnitz (Nassauer Weg/​Paradiesstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83400-zschertnitznassauerwegparadiesstr_gesamt.html,,Ungültige,,5,"0,8"
61800 - Leuben (Rottwerndorfer Str.)/​Dobritz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61800-leubenrottwerndorferstrdobritz-sd_gesamt.html,,Die PARTEI,"Stosch, Lars",7,"1,5"
61800 - Leuben (Rottwerndorfer Str.)/​Dobritz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61800-leubenrottwerndorferstrdobritz-sd_gesamt.html,,CDU,"Ulbig, Markus",72,"15,7"
91200 - Cotta (Grillparzerplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91200-cottagrillparzerplatz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",149,"25,9"
57700 - Gruna (Beilstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-57700-grunabeilstr_gesamt.html,,Ungültige,,1,"0,3"
75700 - Leubnitz (Clausen-Dahl-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75700-leubnitzclausen-dahl-str_gesamt.html,01100 - Innere Altstadt,,,,
98002 - Briesnitz-2/​Leutewitz/​Omsewitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-98002-briesnitz-2leutewitzomsewitz_gesamt.html,,Gültige,,459,"98,9"
84300 - Kleinpestitz (Dorfhainer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-84300-kleinpestitzdorfhainerstr_gesamt.html,,Festerling,"Festerling, Tatjana",59,"13,9"
